id,title,popularity,release_date,launch Month,launch Year ,vote_average,vote_count
238,The Godfather,167.536,3/14/1972,3,1972,8.708,18991
278,The Shawshank Redemption,179.959,9/23/1994,9,1994,8.705,24985
240,The Godfather Part II,106.688,12/20/1974,12,1974,8.589,11467
424,Schindler's List,81.656,12/15/1993,12,1993,8.571,14813
19404,Dilwale Dulhania Le Jayenge,43.081,10/20/1995,10,1995,8.546,4282
389,12 Angry Men,66.507,4/10/1957,4,1957,8.545,7805
129,Spirited Away,104.619,7/20/2001,7,2001,8.54,15131
496243,Parasite,106.749,5/30/2019,5,2019,8.515,16684
155,The Dark Knight,127.08,7/16/2008,7,2008,8.514,30958
497,The Green Mile,100.097,12/10/1999,12,1999,8.509,16159
372058,Your Name.,112.597,8/26/2016,8,2016,8.505,10513
680,Pulp Fiction,86.057,9/10/1994,9,1994,8.488,26185
13,Forrest Gump,132.688,6/23/1994,6,1994,8.476,25699
122,The Lord of the Rings: The Return of the King,129.449,12/1/2003,12,2003,8.476,22601
429,"The Good, the Bad and the Ugly",103.095,12/23/1966,12,1966,8.47,7891
769,GoodFellas,94.772,9/12/1990,9,1990,8.466,11908
637,Life Is Beautiful,50.861,12/20/1997,12,1997,8.455,12364
12477,Grave of the Fireflies,0.6,4/15/1988,4,1988,8.454,4957
346,Seven Samurai,41.292,4/26/1954,4,1954,8.453,3295
11216,Cinema Paradiso,29.596,11/17/1988,11,1988,8.448,4016
667257,Impossible Things,14.018,6/17/2021,6,2021,8.442,360
696374,Gabriel's Inferno,15.039,5/29/2020,5,2020,8.441,2371
550,Fight Club,105.447,10/15/1999,10,1999,8.44,27556
539,Psycho,62.61,6/22/1960,6,1960,8.435,9411
598,City of God,38.653,8/30/2002,8,2002,8.433,6786
311,Once Upon a Time in America,47.551,5/23/1984,5,1984,8.429,4939
568332,Taylor Swift: Reputation Stadium Tour,27.047,12/31/2018,12,2018,8.428,311
724089,Gabriel's Inferno: Part II,15.6,7/31/2020,7,2020,8.425,1486
372754,Dou kyu sei – Classmates,15.456,2/20/2016,2,2016,8.422,328
510,One Flew Over the Cuckoo's Nest,61.497,11/19/1975,11,1975,8.421,9762
157336,Interstellar,170.639,11/5/2014,11,2014,8.42,32975
324857,Spider-Man: Into the Spider-Verse,155.277,12/6/2018,12,2018,8.406,14254
761053,Gabriel's Inferno: Part III,33.308,11/19/2020,11,2020,8.406,1028
120,The Lord of the Rings: The Fellowship of the Ring,124.683,12/18/2001,12,2001,8.405,23569
14537,Harakiri,28.806,9/15/1962,9,1962,8.405,860
4935,Howl's Moving Castle,99.836,9/9/2004,9,2004,8.404,8883
569094,Spider-Man: Across the Spider-Verse,448.515,5/31/2023,5,2023,8.403,4976
620249,The Legend of Hei,24.853,8/27/2019,8,2019,8.402,311
40096,A Dog's Will,9.737,9/15/2000,9,2000,8.4,1025
378064,A Silent Voice: The Movie,59.434,9/17/2016,9,2016,8.397,3621
1891,The Empire Strikes Back,51.211,5/20/1980,5,1980,8.391,15926
255709,Hope,25.444,10/2/2013,10,2013,8.389,598
121,The Lord of the Rings: The Two Towers,108.444,12/18/2002,12,2002,8.387,20490
423,The Pianist,77.531,9/17/2002,9,2002,8.384,8477
244786,Whiplash,98.894,10/10/2014,10,2014,8.383,14061
995133,"The Boy, the Mole, the Fox and the Horse",31.997,12/25/2022,12,2022,8.382,420
807,Se7en,74.831,9/22/1995,9,1995,8.37,19651
92321,Hotarubi no Mori e,0.6,9/17/2011,9,2011,8.367,1006
27205,Inception,154.283,7/15/2010,7,2010,8.365,34794
567,Rear Window,35.351,8/1/1954,8,1954,8.359,5983
820067,The Quintessential Quintuplets Movie,42.628,5/20/2022,5,2022,8.356,336
73,American History X,51.054,7/1/1998,7,1998,8.351,10853
274,The Silence of the Lambs,14.877,2/14/1991,2,1991,8.343,15233
128,Princess Mononoke,53.856,7/12/1997,7,1997,8.337,7337
914,The Great Dictator,29.193,10/15/1940,10,1940,8.333,3083
599,Sunset Boulevard,30.862,8/17/1950,8,1950,8.333,2359
18491,Neon Genesis Evangelion: The End of Evangelion,55.999,7/19/1997,7,1997,8.333,1408
3782,Ikiru,20.507,10/9/1952,10,1952,8.33,994
652837,"Josee, the Tiger and the Fish",44.824,12/25/2020,12,2020,8.328,379
12493,High and Low,19.605,3/1/1963,3,1963,8.321,768
644479,Dedicated to my ex,10.891,11/1/2019,11,2019,8.32,487
533514,Violet Evergarden: The Movie,42.871,9/18/2020,9,2020,8.319,357
101,Léon: The Professional,59.732,9/14/1994,9,1994,8.314,13820
105,Back to the Future,76.112,7/3/1985,7,1985,8.313,18672
207,Dead Poets Society,48.85,6/2/1989,6,1989,8.313,10437
901,City Lights,19.353,2/1/1931,2,1931,8.309,1983
29259,Le Trou,16.929,3/18/1960,3,1960,8.304,415
299534,Avengers: Endgame,166.118,4/24/2019,4,2019,8.3,24104
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,56.421,3/8/2021,3,2021,8.3,708
632632,Given,18.084,8/22/2020,8,2020,8.3,364
3082,Modern Times,23.126,2/5/1936,2,1936,8.296,3438
447362,Life in a Year,54.893,11/27/2020,11,2020,8.295,1578
25237,Come and See,27.93,7/9/1985,7,1985,8.295,1243
10494,Perfect Blue,47.059,2/28/1998,2,1998,8.289,2225
335,Once Upon a Time in the West,41.266,12/21/1968,12,1968,8.287,3978
630566,Clouds,16.212,10/9/2020,10,2020,8.286,963
28,Apocalypse Now,44.53,8/15/1979,8,1979,8.284,7602
527641,Five Feet Apart,54.484,3/14/2019,3,2019,8.283,5296
975,Paths of Glory,26.204,10/25/1957,10,1957,8.281,2623
77338,The Intouchables,70.159,11/2/2011,11,2011,8.28,16274
637920,Miracle in Cell No. 7,39.977,10/10/2019,10,2019,8.276,4242
16672,Woman in the Dunes,20.673,2/15/1964,2,1964,8.272,367
670,Oldboy,56.844,11/21/2003,11,2003,8.271,7917
10376,The Legend of 1900,21.748,10/28/1998,10,1998,8.265,2111
42269,We All Loved Each Other So Much,10.491,12/21/1974,12,1974,8.265,487
1585,It's a Wonderful Life,63.569,12/20/1946,12,1946,8.263,3905
20334,The Shop Around the Corner,20.288,1/12/1940,1,1940,8.263,640
315162,Puss in Boots: The Last Wish,312.993,12/7/2022,12,2022,8.262,6641
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,109.784,10/16/2020,10,2020,8.257,3491
8587,The Lion King,123.389,6/24/1994,6,1994,8.256,17180
618344,Justice League Dark: Apokolips War,24,5/5/2020,5,2020,8.255,1370
299536,Avengers: Infinity War,304.697,4/25/2018,4,2018,8.252,28003
851644,20th Century Girl,109.31,10/6/2022,10,2022,8.25,533
361743,Top Gun: Maverick,197.955,5/24/2022,5,2022,8.248,7782
490132,Green Book,83.164,11/16/2018,11,2018,8.244,10681
504253,I Want to Eat Your Pancreas,52.824,9/1/2018,9,2018,8.244,1370
110420,Wolf Children,36.93,7/21/2012,7,2012,8.236,2114
626332,Flamin' Hot,103.072,3/11/2023,3,2023,8.236,432
441130,Wolfwalkers,38.472,10/26/2020,10,2020,8.231,1048
568300,BTS World Tour: Love Yourself in Seoul,14.66,1/26/2019,1,2019,8.231,426
284,The Apartment,29.9,6/21/1960,6,1960,8.226,2059
537061,Steven Universe: The Movie,31.15,9/2/2019,9,2019,8.226,784
24188,Il Sorpasso,14.102,12/5/1962,12,1962,8.226,649
37257,Witness for the Prosecution,20.63,12/17/1957,12,1957,8.221,1237
694,The Shining,51.925,5/23/1980,5,1980,8.219,16396
797,Persona,19.348,10/18/1966,10,1966,8.219,1950
354912,Coco,190.422,10/27/2017,10,2017,8.218,18199
16869,Inglourious Basterds,92.913,8/19/2009,8,2009,8.216,20982
5156,Bicycle Thieves,22.43,11/24/1948,11,1948,8.213,2172
556574,Hamilton,33.83,7/3/2020,7,2020,8.213,1247
185,A Clockwork Orange,54.096,12/19/1971,12,1971,8.212,12074
857,Saving Private Ryan,73.273,7/24/1998,7,1998,8.211,14821
98,Gladiator,82.685,5/4/2000,5,2000,8.21,17183
603,The Matrix,94.122,3/30/1999,3,1999,8.209,24108
610892,Violet Evergarden: Eternity and the Auto Memory Doll,40.646,9/6/2019,9,2019,8.208,324
1124,The Prestige,57.563,10/19/2006,10,2006,8.205,14873
11,Star Wars,104.667,5/25/1977,5,1977,8.204,19340
50014,The Help,71.207,8/9/2011,8,2011,8.202,7625
11324,Shutter Island,76.883,2/14/2010,2,2010,8.201,22551
791373,Zack Snyder's Justice League,110.992,3/18/2021,3,2021,8.2,9327
508965,Klaus,56.529,11/8/2019,11,2019,8.2,3590
290098,The Handmaiden,69.558,6/1/2016,6,2016,8.2,3363
265177,Mommy,20.387,9/19/2014,9,2014,8.2,2558
470044,The Hate U Give,29.092,10/19/2018,10,2018,8.2,2012
755812,"Miraculous World: New York, United HeroeZ",69.184,12/18/2020,12,2020,8.2,1032
313106,Doctor Who: The Day of the Doctor,17.499,11/23/2013,11,2013,8.2,709
26451,Investigation of a Citizen Above Suspicion,13.642,10/16/1970,10,1970,8.2,699
476292,Maquia: When the Promised Flower Blooms,37.768,2/24/2018,2,2018,8.2,561
572154,Rascal Does Not Dream of a Dreaming Girl,22.035,6/15/2019,6,2019,8.2,478
522924,The Art of Racing in the Rain,62.842,8/8/2019,8,2019,8.199,1341
654299,Out of the Clear Blue Sky,9.803,12/24/2019,12,2019,8.196,322
490,The Seventh Seal,22.552,2/16/1957,2,1957,8.195,2729
324786,Hacksaw Ridge,119.252,10/7/2016,10,2016,8.194,12827
133919,Scenes from a Marriage,7.87,9/15/1974,9,1974,8.194,309
10098,The Kid,19.14,1/21/1921,1,1921,8.193,1901
629,The Usual Suspects,41.897,7/19/1995,7,1995,8.192,9711
810693,Jujutsu Kaisen 0,133.84,12/24/2021,12,2021,8.191,1127
77,Memento,53.725,10/11/2000,10,2000,8.188,13879
18148,Tokyo Story,18.029,11/3/1953,11,1953,8.182,940
575813,Better Days,22.531,10/25/2019,10,2019,8.179,364
426,Vertigo,39.217,5/28/1958,5,1958,8.176,5322
1398,Stalker,31.573,5/25/1979,5,1979,8.175,1906
517814,Capernaum,25.868,9/20/2018,9,2018,8.174,1548
592350,My Hero Academia: Heroes Rising,39.376,12/20/2019,12,2019,8.174,1091
68718,Django Unchained,72.629,12/25/2012,12,2012,8.173,24899
606856,Togo,42.564,12/20/2019,12,2019,8.173,1837
872,Singin' in the Rain,31.005,4/9/1952,4,1952,8.17,2895
289,Casablanca,33.532,1/15/1943,1,1943,8.168,5001
555604,Guillermo del Toro's Pinocchio,75.803,11/9/2022,11,2022,8.168,2543
531428,Portrait of a Lady on Fire,28.608,6/17/2019,6,2019,8.168,2241
1422,The Departed,48.348,10/4/2006,10,2006,8.167,13954
111,Scarface,71.154,12/9/1983,12,1983,8.167,10914
475557,Joker,103.754,10/1/2019,10,2019,8.165,23683
398818,Call Me by Your Name,61.361,9/1/2017,9,2017,8.164,11449
550776,Believe Me: The Abduction of Lisa McVey,32.003,6/1/2021,6,2021,8.164,537
620683,My Mom Is a Character 3,7.032,12/26/2019,12,2019,8.164,453
872585,Oppenheimer,1766.305,7/19/2023,7,2023,8.163,4905
92060,Michael Jackson's Thriller,15.417,11/14/1983,11,1983,8.163,614
399106,Piper,18.519,6/16/2016,6,2016,8.162,1537
458220,Palmer,45.266,1/28/2021,1,2021,8.162,1344
422,8½,15.889,2/14/1963,2,1963,8.16,2092
81481,Silenced,30.212,9/22/2011,9,2011,8.16,539
518068,Along with the Gods: The Last 49 Days,46.439,8/1/2018,8,2018,8.159,538
103,Taxi Driver,56.54,2/9/1976,2,1976,8.154,11266
55823,The Great War,7.458,10/28/1959,10,1959,8.153,318
348,Alien,83.267,5/25/1979,5,1979,8.151,13386
406997,Wonder,53.37,11/13/2017,11,2017,8.151,7471
489,Good Will Hunting,69.679,12/5/1997,12,1997,8.15,11260
19,Metropolis,25.653,2/6/1927,2,1927,8.15,2462
20914,My Friends,7.766,10/24/1975,10,1975,8.15,652
600354,The Father,43.322,12/23/2020,12,2020,8.148,2837
20532,Sansho the Bailiff,16.157,3/31/1954,3,1954,8.148,334
762975,Purple Hearts,73.028,7/29/2022,7,2022,8.145,2170
666,Central Station,13.723,11/20/1998,11,1998,8.14,799
600,Full Metal Jacket,36.998,6/26/1987,6,1987,8.137,9791
37165,The Truman Show,77.672,6/4/1998,6,1998,8.135,17052
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,26.293,8/30/2019,8,2019,8.135,489
664767,Mortal Kombat Legends: Scorpion's Revenge,84.353,4/12/2020,4,2020,8.134,1309
439,La Dolce Vita,17.286,2/5/1960,2,1960,8.133,1697
500,Reservoir Dogs,42.079,9/2/1992,9,1992,8.132,13425
20941,Innocent Voices,15.595,1/28/2005,1,2005,8.132,413
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,32.055,1/29/1964,1,1964,8.131,5176
614,Wild Strawberries,18.228,12/26/1957,12,1957,8.131,1490
100,"Lock, Stock and Two Smoking Barrels",18.554,8/28/1998,8,1998,8.125,6141
705,All About Eve,21.317,11/9/1950,11,1950,8.125,1407
548,Rashomon,20.368,8/26/1950,8,1950,8.124,1986
996,Double Indemnity,22.766,6/14/1944,6,1944,8.124,1641
411088,The Invisible Guest,40.117,1/6/2017,1,2017,8.12,4238
640344,Me Against You: Mr. S's Vendetta,7.364,1/17/2020,1,2020,8.117,461
11878,Yojimbo,24.708,4/25/1961,4,1961,8.115,1288
2457,Children of Paradise,13.019,3/15/1945,3,1945,8.115,364
823754,Bo Burnham: Inside,19.74,7/22/2021,7,2021,8.114,411
239,Some Like It Hot,35.914,3/19/1959,3,1959,8.112,3195
9702,Bound by Honor,41.504,2/5/1993,2,1993,8.112,1173
38288,I corti,5.537,3/29/1996,3,1996,8.112,339
397567,Along with the Gods: The Two Worlds,52.37,12/20/2017,12,2017,8.11,902
103663,The Hunt,26.822,10/25/2012,10,2012,8.107,3808
1000492,All Your Faces,21.525,3/29/2023,3,2023,8.107,304
280,Terminator 2: Judgment Day,89.304,7/3/1991,7,1991,8.106,11896
103663,The Hunt,26.822,10/25/2012,10,2012,8.106,3808
843,In the Mood for Love,33.276,9/29/2000,9,2000,8.104,2384
149871,The Tale of The Princess Kaguya,45.054,11/23/2013,11,2013,8.104,1589
12445,Harry Potter and the Deathly Hallows: Part 2,154.583,7/12/2011,7,2011,8.103,19370
38,Eternal Sunshine of the Spotless Mind,57.073,3/19/2004,3,2004,8.1,13862
508442,Soul,104.4,12/25/2020,12,2020,8.1,9618
522518,A Dog's Journey,52.518,5/3/2019,5,2019,8.1,1379
930094,"Red, White & Royal Blue",103.594,7/27/2023,7,2023,8.1,899
1010581,My Fault,310.835,6/8/2023,6,2023,8.098,1944
46738,Incendies,25.251,9/4/2010,9,2010,8.096,2372
832,M,22.457,5/11/1931,5,1931,8.096,1945
655,"Paris, Texas",29.647,7/16/1984,7,1984,8.095,1587
472454,Ayla: The Daughter of War,17.067,10/27/2017,10,2017,8.095,333
146233,Prisoners,50.267,9/19/2013,9,2013,8.094,10879
992,Sherlock Jr.,16.047,4/17/1924,4,1924,8.09,868
406,La Haine,27.406,5/31/1995,5,1995,8.088,3669
7345,There Will Be Blood,45.157,12/26/2007,12,2007,8.087,6076
400608,Bo Burnham: Make Happy,14.263,6/3/2016,6,2016,8.086,348
678512,Sound of Freedom,415.938,7/3/2023,7,2023,8.085,1512
4348,Pride & Prejudice,69.113,9/16/2005,9,2005,8.084,7481
334543,Lion,30.622,11/24/2016,11,2016,8.084,6244
3780,Red Beard,16.868,4/3/1965,4,1965,8.082,311
10681,WALL·E,101.062,6/22/2008,6,2008,8.081,17609
359940,"Three Billboards Outside Ebbing, Missouri",30.922,12/1/2017,12,2017,8.081,9511
8422,Rocco and His Brothers,13.33,10/6/1960,10,1960,8.081,521
62,2001: A Space Odyssey,57.481,4/2/1968,4,1968,8.08,10701
387,Das Boot,29.936,9/17/1981,9,1981,8.078,2014
11645,Ran,20.361,6/1/1985,6,1985,8.077,1384
663558,New Gods: Nezha Reborn,43.082,2/6/2021,2,2021,8.077,383
831827,Far from the Tree,17.24,11/24/2021,11,2021,8.077,342
638507,How to Train Your Dragon: Homecoming,55.595,10/25/2019,10,2019,8.075,858
895,Andrei Rublev,20.127,12/16/1966,12,1966,8.075,718
8392,My Neighbor Totoro,70.003,4/16/1988,4,1988,8.07,7237
437068,A Taxi Driver,28.762,8/2/2017,8,2017,8.07,853
21634,Prayers for Bobby,18.665,1/24/2009,1,2009,8.068,536
42229,A Special Day,16.866,8/11/1977,8,1977,8.067,593
11423,Memories of Murder,35.444,5/2/2003,5,2003,8.064,3400
785534,Paper Lives,20.628,3/12/2021,3,2021,8.061,344
7347,Elite Squad,32.756,10/12/2007,10,2007,8.06,2189
147,The 400 Blows,20.341,6/3/1959,6,1959,8.06,1956
381284,Hidden Figures,108.494,12/10/2016,12,2016,8.058,9032
800,The Young and the Damned,12.884,12/9/1950,12,1950,8.056,438
11659,The Best of Youth,14.258,6/22/2003,6,2003,8.055,482
1091,The Thing,52.101,6/25/1982,6,1982,8.053,6338
26022,My Name Is Khan,24.528,2/10/2010,2,2010,8.053,1212
120467,The Grand Budapest Hotel,49.861,2/26/2014,2,2014,8.052,13933
538362,On My Skin,13.017,9/12/2018,9,2018,8.05,1807
1955,The Elephant Man,20.226,10/9/1980,10,1980,8.049,3207
610461,"Veinteañera, Divorciada y Fantástica",6.619,2/14/2020,2,2020,8.049,375
337404,Cruella,99.637,5/26/2021,5,2021,8.045,8609
400928,Gifted,62.59,4/12/2017,4,2017,8.043,5042
821,Judgment at Nuremberg,18.136,12/18/1961,12,1961,8.041,690
449176,"Love, Simon",28.951,2/16/2018,2,2018,8.038,5778
678580,El mesero,11.719,7/15/2021,7,2021,8.038,344
515001,Jojo Rabbit,46.294,10/18/2019,10,2019,8.037,8835
279,Amadeus,32.115,9/19/1984,9,1984,8.037,3886
310569,The Second Mother,8.999,6/4/2015,6,2015,8.037,682
582,The Lives of Others,19.26,3/15/2006,3,2006,8.036,3354
106646,The Wolf of Wall Street,103.42,12/25/2013,12,2013,8.034,22488
204,The Wages of Fear,13.897,4/22/1953,4,1953,8.031,818
55960,"Toto, Peppino, and the Hussy",8.661,8/23/1956,8,1956,8.031,321
264644,Room,22.595,10/16/2015,10,2015,8.03,8747
641,Requiem for a Dream,19.657,10/6/2000,10,2000,8.026,9277
339877,Loving Vincent,21.552,6/22/2017,6,2017,8.024,2301
307,"Rome, Open City",20.468,10/8/1945,10,1945,8.024,793
14,American Beauty,45.561,9/15/1999,9,1999,8.021,11383
5801,Pather Panchali,16.915,8/26/1955,8,1955,8.021,356
962,The Gold Rush,12.745,7/12/1925,7,1925,8.02,1451
673,Harry Potter and the Prisoner of Azkaban,204.214,5/31/2004,5,2004,8.019,20242
521,Dial M for Murder,25.245,5/29/1954,5,1954,8.019,2374
9277,The Sting,45.291,12/25/1973,12,1973,8.019,2370
938,For a Few Dollars More,42.156,12/18/1965,12,1965,8.018,3612
574074,Kitbull,10.726,1/18/2019,1,2019,8.018,328
15,Citizen Kane,40.691,4/17/1941,4,1941,8.016,5102
110416,Song of the Sea,16.338,9/6/2014,9,2014,8.015,1308
1396,Mirror,18.762,3/7/1975,3,1975,8.014,850
20530,Late Spring,12.559,9/13/1949,9,1949,8.014,351
359724,Ford v Ferrari,151.732,11/13/2019,11,2019,8.012,7084
524,Casino,43.902,11/22/1995,11,1995,8.012,5325
429210,Bingo: The King of the Mornings,10.115,8/24/2017,8,2017,8.011,355
28178,Hachi: A Dog's Tale,50.003,6/8/2009,6,2009,8.009,6287
3175,Barry Lyndon,28.821,12/18/1975,12,1975,8.009,2583
447365,Guardians of the Galaxy Vol. 3,278.052,5/3/2023,5,2023,8.008,5356
205596,The Imitation Game,65.09,11/14/2014,11,2014,8.007,16110
455661,In a Heartbeat,6.052,6/1/2017,6,2017,8.007,966
615457,Nobody,78.309,3/18/2021,3,2021,8.006,6330
28978,The Circus,10.429,1/6/1928,1,1928,8.005,713
568160,Weathering with You,58.204,6/19/2019,6,2019,8.001,2005
140420,Paperman,21.782,11/2/2012,11,2012,8.001,1629
19426,Nights of Cabiria,11.12,10/3/1957,10,1957,8.001,693
213,North by Northwest,32.352,7/8/1959,7,1959,8,3786
595,To Kill a Mockingbird,33.301,12/20/1962,12,1962,8,2393
11104,Chungking Express,42.69,7/14/1994,7,1994,8,1566
234,The Cabinet of Dr. Caligari,20.384,2/27/1920,2,1920,8,1408
12104,Pink Floyd: The Wall,17.289,7/14/1982,7,1982,8,1370
488623,Forgotten,31.169,11/29/2017,11,2017,8,938
780,The Passion of Joan of Arc,19.549,4/21/1928,4,1928,8,835
18438,Castaway on the Moon,15.609,5/14/2009,5,2009,8,621
29264,The Exterminating Angel,9.155,5/16/1962,5,1962,8,596
12761,Autumn Sonata,15.476,10/8/1978,10,1978,8,523
14696,Ugetsu,14.718,3/26/1953,3,1953,8,509
9764,Dersu Uzala,14.01,8/2/1975,8,1975,8,467
2517,Nobody Knows,16.263,8/7/2004,8,2004,8,446
28422,Love Exposure,12.739,1/31/2009,1,2009,8,394
526702,Black Beauty,15.303,11/27/2020,11,2020,8,311
11778,The Deer Hunter,33.219,12/8/1978,12,1978,7.999,3454
378108,In This Corner of the World,25.993,11/12/2016,11,2016,7.997,515
424694,Bohemian Rhapsody,67.648,10/24/2018,10,2018,7.995,16075
13223,Gran Torino,47.864,12/12/2008,12,2008,7.995,10099
315465,The Boy and the Beast,30.3,7/11/2015,7,2015,7.994,1369
916224,Suzume,121.02,11/11/2022,11,2022,7.993,812
530915,1917,51.353,12/25/2019,12,2019,7.992,11510
20453,3 Idiots,39.164,12/23/2009,12,2009,7.992,2185
980489,Gran Turismo,481.406,8/9/2023,8,2023,7.992,1504
25376,The Secret in Their Eyes,24.114,8/13/2009,8,2009,7.99,2327
554596,No Manches Frida 2,47.728,3/15/2019,3,2019,7.99,817
43949,Flipped,42.081,8/6/2010,8,2010,7.987,2705
634649,Spider-Man: No Way Home,383.751,12/15/2021,12,2021,7.986,18560
947,Lawrence of Arabia,38.036,12/11/1962,12,1962,7.984,2728
7508,Like Stars on Earth,25.703,12/21/2007,12,2007,7.983,1058
640,Catch Me If You Can,64.429,12/16/2002,12,2002,7.973,14558
961,The General,21.216,12/25/1926,12,1926,7.973,1103
414419,Kill Bill: The Whole Bloody Affair,16.757,3/27/2011,3,2011,7.973,917
15383,Army of Shadows,15.486,9/10/1969,9,1969,7.973,565
961323,Nimona,66.623,6/23/2023,6,2023,7.972,596
862,Toy Story,123.853,10/30/1995,10,1995,7.971,17326
24,Kill Bill: Vol. 1,62.354,10/10/2003,10,2003,7.971,16340
11658,Tae Guk Gi: The Brotherhood of War,19.541,2/5/2004,2,2004,7.97,606
627,Trainspotting,34.947,2/23/1996,2,1996,7.969,9097
10515,Castle in the Sky,50.87,8/2/1986,8,1986,7.969,3802
76,Before Sunrise,36.544,1/27/1995,1,1995,7.969,3781
770,Gone with the Wind,49.256,12/15/1939,12,1939,7.968,3739
3090,The Treasure of the Sierra Madre,23.969,1/15/1948,1,1948,7.968,1086
19542,The Red Shoes,14.354,9/6/1948,9,1948,7.966,580
776503,CODA,45.353,8/11/2021,8,2021,7.964,1960
38286,Three Men and a Leg,7.696,12/27/1997,12,1997,7.963,1973
1580,Rope,27.293,3/11/1948,3,1948,7.962,2426
1059,The Hidden Fortress,19.527,12/28/1958,12,1958,7.96,543
714888,"Argentina, 1985",19.007,9/29/2022,9,2022,7.96,522
1578,Raging Bull,30.376,11/14/1980,11,1980,7.958,3931
38360,The Cranes Are Flying,17.329,10/12/1957,10,1957,7.958,321
70,Million Dollar Baby,31.881,12/15/2004,12,2004,7.957,8973
426618,Where Hands Touch,18.83,9/14/2018,9,2018,7.957,494
70,Million Dollar Baby,31.881,12/15/2004,12,2004,7.956,8974
242828,When Marnie Was There,46.28,7/19/2014,7,2014,7.954,1637
920394,My Father's Violin,13.356,1/21/2022,1,2022,7.954,315
160885,Tel chi el telùn,4.586,5/12/1999,5,1999,7.953,311
14160,Up,123.427,5/28/2009,5,2009,7.952,19051
20803,Ivan Vasilyevich Changes His Profession,13.61,9/17/1973,9,1973,7.952,304
41050,La Notte,16.303,1/24/1961,1,1961,7.951,605
550205,Wish Dragon,71.1,1/15/2021,1,2021,7.948,1185
1092,The Third Man,21.866,8/31/1949,8,1949,7.947,1698
110,Three Colors: Red,28.59,5/12/1994,5,1994,7.947,1244
745,The Sixth Sense,54.986,8/6/1999,8,1999,7.946,10897
76203,12 Years a Slave,34.865,10/18/2013,10,2013,7.946,10692
149,Akira,45.482,7/16/1988,7,1988,7.946,3780
21334,Children of Heaven,18.266,8/1/1997,8,1997,7.945,549
15244,A Man Escaped,14.477,11/11/1956,11,1956,7.945,465
5925,The Great Escape,50.523,7/3/1963,7,1963,7.944,2314
28971,Limelight,13.796,10/23/1952,10,1952,7.944,470
329,Jurassic Park,31.442,6/11/1993,6,1993,7.943,15298
654,On the Waterfront,25.715,6/22/1954,6,1954,7.943,1427
10238,Cries and Whispers,14.685,12/21/1972,12,1972,7.943,624
237791,The Way He Looks,10.803,3/28/2014,3,2014,7.939,899
20722,La Maison en Petits Cubes,11.787,6/10/2008,6,2008,7.939,409
158445,Miracle in Cell No. 7,17.867,1/23/2013,1,2013,7.938,393
6977,No Country for Old Men,51.393,6/13/2007,6,2007,7.937,11103
679,Aliens,86.962,7/18/1986,7,1986,7.937,8870
197,Braveheart,52.396,5/24/1995,5,1995,7.935,9454
78,Blade Runner,73.015,6/25/1982,6,1982,7.934,12925
11010,The Postman,13.065,4/7/1994,4,1994,7.933,1074
30017,Close-Up,10.007,5/9/1990,5,1990,7.933,315
152532,Dallas Buyers Club,30.267,11/1/2013,11,2013,7.932,8073
37797,Whisper of the Heart,49.185,7/15/1995,7,1995,7.932,1775
3777,Throne of Blood,17.238,1/15/1957,1,1957,7.932,743
552532,Charm City Kings,32.085,1/27/2020,1,2020,7.932,426
405,La Strada,14.501,9/23/1954,9,1954,7.931,961
9323,Ghost in the Shell,42.189,11/18/1995,11,1995,7.929,3068
8290,Don't Look Now... We're Being Shot At!,23.735,12/8/1966,12,1966,7.929,1227
10386,The Iron Giant,68.365,8/6/1999,8,1999,7.928,5148
81,Nausicaä of the Valley of the Wind,41.037,3/11/1984,3,1984,7.928,3228
785084,The Whale,87.884,12/9/2022,12,2022,7.928,3109
501929,The Mitchells vs. the Machines,56.349,4/22/2021,4,2021,7.928,2638
85,Raiders of the Lost Ark,59.742,6/12/1981,6,1981,7.927,11617
10404,Raise the Red Lantern,18.737,12/18/1991,12,1991,7.927,643
458302,"Remi, Nobody's Boy",15.55,12/12/2018,12,2018,7.927,392
31411,The Cameraman,12.664,9/10/1928,9,1928,7.927,317
360814,Dangal,22.127,12/21/2016,12,2016,7.926,877
142061,"Batman: The Dark Knight Returns, Part 2",34.635,1/3/2013,1,2013,7.925,1360
17295,The Battle of Algiers,16.282,9/8/1966,9,1966,7.924,668
615453,Ne Zha,20.228,7/26/2019,7,2019,7.924,367
522402,Finch,65.73,11/4/2021,11,2021,7.923,3131
455714,Bad Genius,24.296,5/3/2017,5,2017,7.923,726
150540,Inside Out,251.229,6/9/2015,6,2015,7.922,19688
829,Chinatown,40.601,6/20/1974,6,1974,7.921,3488
404378,A Street Cat Named Bob,29.792,11/4/2016,11,2016,7.919,1309
20271,Divorce Italian Style,12.156,12/20/1961,12,1961,7.919,391
10997,Farewell My Concubine,21.172,1/1/1993,1,1993,7.918,506
296096,Me Before You,154.956,6/1/2016,6,2016,7.917,11536
610150,Dragon Ball Super: Super Hero,99.107,6/11/2022,6,2022,7.917,2584
671,Harry Potter and the Philosopher's Stone,191.153,11/16/2001,11,2001,7.915,25646
