id,title,popularity,release_date,launch Month,launch Year ,vote_average,vote_count
369192,Battle of the Sexes,18.612,9/22/2017,9,2017,6.775,1753
9062,Love Story,19.229,12/16/1970,12,1970,6.775,630
74465,We Bought a Zoo,24.058,12/8/2011,12,2011,6.774,2526
390734,Kingsglaive: Final Fantasy XV,27.367,7/9/2016,7,2016,6.774,647
614292,Bad Tales,10.984,6/15/2020,6,2020,6.774,525
253980,Marvel One-Shot: All Hail the King,19.669,2/4/2014,2,2014,6.774,466
269650,Appleseed Alpha,13.949,5/28/2014,5,2014,6.774,334
504603,The World Is Yours,12.166,8/15/2018,8,2018,6.773,401
18764,Twin Dragons,23.436,1/15/1992,1,1992,6.773,346
154400,The Drop,35.928,9/12/2014,9,2014,6.772,2003
2255,Chasing Amy,18.523,4/4/1997,4,1997,6.772,1272
297725,The Man Who Killed Don Quixote,20.098,5/19/2018,5,2018,6.772,955
578189,Black and Blue,35.868,10/25/2019,10,2019,6.772,775
261102,The Misfits Club,11.772,12/25/2014,12,2014,6.772,395
9740,Hannibal,11.75,2/8/2001,2,2001,6.771,4377
41402,Let Me In,24.977,10/1/2010,10,2010,6.771,1876
8193,Napoleon Dynamite,21.151,6/11/2004,6,2004,6.771,1697
11003,The Wedding Singer,26.376,2/13/1998,2,1998,6.771,1604
468202,The Girl in the Fog,21.864,10/26/2017,10,2017,6.771,950
283235,99 Homes,14.849,9/25/2015,9,2015,6.771,692
424277,Annette,17.186,7/7/2021,7,2021,6.771,619
14924,Sid and Nancy,18.025,10/24/1986,10,1986,6.771,457
153158,Underdogs,34.239,7/18/2013,7,2013,6.771,433
507086,Jurassic World Dominion,169.418,6/1/2022,6,2022,6.77,5334
10222,Kickboxer,26.338,4/20/1989,4,1989,6.77,1261
10711,French Connection II,22.35,5/18/1975,5,1975,6.77,381
15723,The Big Kahuna,7.889,11/17/1999,11,1999,6.77,324
4566,Michael Clayton,15.658,9/28/2007,9,2007,6.769,1575
11092,Presumed Innocent,19.83,7/27/1990,7,1990,6.769,598
10552,Cat's Eye,16.911,4/12/1985,4,1985,6.769,579
534490,Avengement,26.176,5/24/2019,5,2019,6.768,437
42691,Oedipus Rex,16.385,9/7/1967,9,1967,6.768,315
36647,Blade,70.711,8/21/1998,8,1998,6.767,5525
581392,Peninsula,48.036,7/15/2020,7,2020,6.767,2206
1365,Monster's Ball,26.782,6/7/2001,6,2001,6.767,890
325189,Teen Beach 2,30.632,6/26/2015,6,2015,6.767,558
414770,Antiporno,31.23,1/28/2017,1,2017,6.767,365
538225,Deadwood: The Movie,20.104,6/1/2019,6,2019,6.767,337
19200,Shadows and Fog,10.472,12/5/1991,12,1991,6.767,326
732450,Batman: Soul of the Dragon,19.421,1/12/2021,1,2021,6.767,311
10195,Thor,101.147,4/21/2011,4,2011,6.766,20161
4547,Panic Room,33.844,3/29/2002,3,2002,6.766,4580
629176,Samaritan,55.955,8/25/2022,8,2022,6.766,1783
5994,The Family Man,27.359,12/12/2000,12,2000,6.766,1752
401246,The Square,16.081,8/25/2017,8,2017,6.766,1428
12160,Wyatt Earp,25.391,6/24/1994,6,1994,6.766,761
9789,My Brother Is an Only Child,18.941,3/28/2007,3,2007,6.766,376
10935,Heaven's Gate,20.744,11/19/1980,11,1980,6.766,318
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,25.952,11/1/2006,11,2006,6.765,5002
11522,Pretty in Pink,27.919,2/28/1986,2,1986,6.765,1020
6973,In the Valley of Elah,13.304,9/14/2007,9,2007,6.765,920
12205,Dark Water,13.474,1/19/2002,1,2002,6.765,542
10758,Waitress,10.513,5/25/2007,5,2007,6.765,485
8489,Ali,27.965,12/10/2001,12,2001,6.764,1572
2293,Mallrats,20.229,10/20/1995,10,1995,6.764,1138
524216,The Mortuary Collection,18.872,10/8/2020,10,2020,6.764,380
9654,The Italian Job,44.724,5/30/2003,5,2003,6.763,5171
9031,I'm for the Hippopotamus,16.345,11/30/1979,11,1979,6.763,435
9919,How to Lose a Guy in 10 Days,29.942,2/7/2003,2,2003,6.762,3540
11086,The Majestic,20.984,12/21/2001,12,2001,6.762,673
239566,Get on Up,24.711,8/1/2014,8,2014,6.762,483
1870,Fantomas Unleashed,15.249,12/8/1965,12,1965,6.762,464
19997,Niagara,20.374,1/26/1953,1,1953,6.762,341
37686,Super 8,41.082,6/8/2011,6,2011,6.761,6252
7443,Chicken Run,64.309,6/23/2000,6,2000,6.761,4564
535292,21 Bridges,27.561,10/24/2019,10,2019,6.761,1806
614479,Insidious: The Red Door,132.784,7/5/2023,7,2023,6.761,1328
51052,Arthur Christmas,49.731,11/10/2011,11,2011,6.761,1328
9318,Asterix in Britain,15.781,12/3/1986,12,1986,6.761,615
19548,The Restaurant,16.524,9/9/1966,9,1966,6.761,445
615904,Marry Me,33.188,2/9/2022,2,2022,6.76,853
9469,He Got Game,20.275,5/1/1998,5,1998,6.76,642
10846,The Tiger and the Snow,11.836,10/14/2005,10,2005,6.76,457
712,Four Weddings and a Funeral,30.78,3/9/1994,3,1994,6.759,2471
668482,Roald Dahl's Matilda the Musical,74.273,11/25/2022,11,2022,6.759,643
21474,Bring It On: Fight to the Finish,1.709,7/30/2009,7,2009,6.759,503
256924,Danny Collins,17.336,3/19/2015,3,2015,6.759,478
276843,What We Did on Our Holiday,15.523,9/26/2014,9,2014,6.759,475
28089,The Messenger,13.666,11/13/2009,11,2009,6.759,384
8292,Four Brothers,43.974,8/11/2005,8,2005,6.758,1921
231176,Sun in Buckets,10.251,10/31/2013,10,2013,6.758,1597
11935,Capricorn One,24.28,12/10/1977,12,1977,6.758,405
278427,Family Guy Presents: It's a Trap!,11.111,12/21/2010,12,2010,6.758,398
186161,The Gilded Cage,9.301,4/19/2013,4,2013,6.758,306
530723,Bad Education,21.367,9/8/2019,9,2019,6.757,617
38285,Il ragazzo di campagna,8.411,12/20/1984,12,1984,6.757,372
397243,The Autopsy of Jane Doe,36.195,12/21/2016,12,2016,6.756,3880
249397,Nymphomaniac: Vol. II,61.304,12/25/2013,12,2013,6.756,2708
11319,The Rescuers,42.287,6/22/1977,6,1977,6.756,2312
9326,Romancing the Stone,30.279,3/30/1984,3,1984,6.756,1659
11974,The 'Burbs,31.295,2/17/1989,2,1989,6.756,1106
1125,Dreamgirls,21.054,12/25/2006,12,2006,6.756,932
245698,Pawn Sacrifice,23.187,9/16/2015,9,2015,6.756,861
10060,Get Rich or Die Tryin',25.651,11/9/2005,11,2005,6.756,823
11253,Hellboy II: The Golden Army,56.269,7/11/2008,7,2008,6.755,4822
9374,Death Becomes Her,39.085,7/30/1992,7,1992,6.755,2388
1439,Anna and the King,21.178,12/16/1999,12,1999,6.755,707
11313,Hearts in Atlantis,34.139,9/28/2001,9,2001,6.755,489
11129,Human Traffic,10.409,6/4/1999,6,1999,6.755,308
338762,Bloodshot,52.077,3/5/2020,3,2020,6.754,4724
760104,X,131.846,3/17/2022,3,2022,6.754,2397
10897,The Little Rascals,40.799,8/5/1994,8,1994,6.754,1109
352161,The Clan,10.216,8/13/2015,8,2015,6.754,384
12651,Memphis Belle,27.139,9/7/1990,9,1990,6.754,338
48175,7 and 8,4.855,3/16/2007,3,2007,6.753,635
592984,Hillbilly Elegy,20.02,11/9/2020,11,2020,6.752,813
448776,A Prayer Before Dawn,26.915,5/24/2018,5,2018,6.752,521
5854,Family Plot,25.595,4/9/1976,4,1976,6.752,405
10855,Naked Weapon,4.525,11/15/2002,11,2002,6.752,324
174733,Metro,14.255,2/21/2013,2,2013,6.752,309
8835,Legally Blonde,43.917,7/13/2001,7,2001,6.751,3655
638597,Yes Day,25.83,3/12/2021,3,2021,6.751,1074
1721,All the Way Boys,13.862,12/22/1972,12,1972,6.751,349
12573,A Serious Man,17.956,9/30/2009,9,2009,6.75,1924
10837,DuckTales: The Movie - Treasure of the Lost Lamp,36.529,8/3/1990,8,1990,6.75,813
13275,Annapolis,16.563,1/27/2006,1,2006,6.75,452
763152,More the Merrier,26.287,7/30/2021,7,2021,6.749,404
30163,The Fugitives,11.789,12/17/1986,12,1986,6.749,340
205775,In the Heart of the Sea,38.547,12/3/2015,12,2015,6.748,3864
10586,The Ghost and the Darkness,27.82,10/11/1996,10,1996,6.748,918
672741,Till Death,25.136,7/2/2021,7,2021,6.748,712
906221,Magic Mike's Last Dance,39.259,2/9/2023,2,2023,6.748,379
2362,Westworld,23.743,8/15/1973,8,1973,6.747,1171
11592,Serial Mom,16.328,4/13/1994,4,1994,6.747,605
198185,Million Dollar Arm,20.147,5/9/2014,5,2014,6.747,574
18198,Barbie Mariposa,25.709,2/26/2008,2,2008,6.747,481
57737,Barbie: A Fairy Secret,34.009,3/1/2011,3,2011,6.747,456
227719,Project Almanac,32.53,1/28/2015,1,2015,6.746,2431
212716,What If,25.648,9/7/2013,9,2013,6.746,1855
552688,The Mother,79.358,5/4/2023,5,2023,6.746,1041
65760,The Whistleblower,11.707,9/13/2010,9,2010,6.746,504
634,Bridget Jones's Diary,31.844,4/13/2001,4,2001,6.745,4671
615656,Meg 2: The Trench,503.411,8/2/2023,8,2023,6.745,2586
14181,Boiler Room,22.314,2/18/2000,2,2000,6.745,594
37777,Soap and Water,7.107,10/27/1983,10,1983,6.745,337
377799,One Man and his Cow,9.06,2/17/2016,2,2016,6.745,310
8871,How the Grinch Stole Christmas,227.461,11/17/2000,11,2000,6.744,6765
1696,The Devil's Rejects,25.15,7/22/2005,7,2005,6.744,1298
290864,Kung Fu Jungle,35.522,10/31/2014,10,2014,6.744,399
9272,The Good Son,28.612,9/24/1993,9,1993,6.743,872
91745,Romeo & Juliet,16.698,9/12/2013,9,2013,6.743,537
9763,Goal!,21.347,9/29/2005,9,2005,6.742,1030
459992,Long Shot,33.33,5/2/2019,5,2019,6.741,2478
443009,"Don't Worry, He Won't Get Far on Foot",14.388,4/4/2018,4,2018,6.741,616
11633,Appleseed,12.059,4/17/2004,4,2004,6.741,320
38050,The Adjustment Bureau,28.136,3/3/2011,3,2011,6.739,4236
37233,The Firm,33.127,6/30/1993,6,1993,6.739,1825
11835,Death Sentence,20.387,8/31/2007,8,2007,6.739,1042
11507,Body Double,17.777,10/25/1984,10,1984,6.739,697
419709,Last Flag Flying,12.246,11/3/2017,11,2017,6.739,401
10096,13 Going on 30,28.243,4/13/2004,4,2004,6.738,4802
332794,The Odyssey,10.194,10/12/2016,10,2016,6.738,389
11259,Far and Away,30.336,5/22/1992,5,1992,6.737,1104
244506,Camp X-Ray,24.119,10/17/2014,10,2014,6.737,953
9953,A Love Song for Bobby Long,11.276,9/2/2004,9,2004,6.737,337
13061,Your Friend the Rat,19.319,11/6/2007,11,2007,6.737,327
376570,Hush,17.922,3/12/2016,3,2016,6.736,4352
10692,Henry: Portrait of a Serial Killer,16.312,9/24/1986,9,1986,6.736,627
105077,Battlestar Galactica: The Plan,15.388,10/27/2009,10,2009,6.736,382
15171,Charlotte's Web,16.396,3/1/1973,3,1973,6.736,351
543343,Guava Island,16.507,4/13/2019,4,2019,6.736,303
57112,Tu la conosci Claudia?,8.291,12/15/2004,12,2004,6.735,963
722149,Luther: The Fallen Sun,35.755,2/24/2023,2,2023,6.735,755
427348,Carbone,10.144,11/1/2017,11,2017,6.735,393
43645,The Little Devil,9.535,7/1/1988,7,1988,6.735,375
858,Sleepless in Seattle,45.49,6/24/1993,6,1993,6.734,2148
6435,Practical Magic,30.227,10/16/1998,10,1998,6.734,1361
257,Oliver Twist,17.375,9/23/2005,9,2005,6.733,1105
913,The Thomas Crown Affair,26.569,8/6/1999,8,1999,6.733,1056
1701,Con Air,47.839,6/5/1997,6,1997,6.732,3809
8536,Superman II,29.503,12/4/1980,12,1980,6.732,2086
491283,Judy,15.768,9/27/2019,9,2019,6.732,1100
817648,Home Team,18.642,1/28/2022,1,2022,6.732,674
96724,Anna Karenina,30.402,9/6/2012,9,2012,6.731,2156
254375,Hector and the Search for Happiness,11.83,8/14/2014,8,2014,6.731,790
467632,Bad Samaritan,29.407,4/19/2018,4,2018,6.731,622
51209,Kill the Irishman,18.508,3/10/2011,3,2011,6.731,567
8348,Thunderbolt and Lightfoot,22.007,5/23/1974,5,1974,6.731,469
464502,Acrimony,19.887,3/30/2018,3,2018,6.731,366
13685,Bottle Rocket,13.453,2/21/1996,2,1996,6.73,963
45610,Machine Gun Preacher,36.822,9/23/2011,9,2011,6.73,960
667869,The Life Ahead,9.444,11/3/2020,11,2020,6.73,527
881164,Boston Strangler,38.693,3/17/2023,3,2023,6.73,510
345887,The Equalizer 2,116.974,7/19/2018,7,2018,6.729,4817
399170,Logan Lucky,39.775,8/17/2017,8,2017,6.729,3252
614560,Mank,33.127,11/13/2020,11,2020,6.729,1473
9599,The Blob,24.807,8/5/1988,8,1988,6.729,790
28942,The Brood,17.595,5/25/1979,5,1979,6.729,631
4271,Life Is a Long Quiet River,8.744,2/3/1988,2,1988,6.729,387
778106,Along for the Ride,21.748,5/6/2022,5,2022,6.729,304
8967,The Tree of Life,17.068,5/17/2011,5,2011,6.728,2877
82703,Mr. Peabody & Sherman,47.365,2/7/2014,2,2014,6.728,2219
27431,The Cat o' Nine Tails,14.008,2/12/1971,2,1971,6.728,375
11904,Young Sherlock Holmes,27.906,12/4/1985,12,1985,6.727,558
763329,Red Rocket,14.383,12/10/2021,12,2021,6.727,341
22798,Whip It,17.709,4/9/2009,4,2009,6.726,981
11497,All Dogs Go to Heaven,30.894,11/17/1989,11,1989,6.726,938
9749,Fletch,18.922,5/31/1985,5,1985,6.725,608
956,Mission: Impossible III,58.974,4/25/2006,4,2006,6.724,6283
46195,Rio,70.839,4/3/2011,4,2011,6.724,6263
12233,Oliver & Company,31.002,11/18/1988,11,1988,6.724,1455
38199,Unthinkable,19.431,6/14/2010,6,2010,6.724,1071
209263,Enough Said,17.546,9/18/2013,9,2013,6.724,769
353571,Tallulah,19.281,6/2/2016,6,2016,6.724,685
13640,Superman: Doomsday,24.892,9/18/2007,9,2007,6.724,575
294254,Maze Runner: The Scorch Trials,91.434,9/9/2015,9,2015,6.723,9751
591,The Da Vinci Code,52.571,5/17/2006,5,2006,6.723,8737
13971,Wild Child,38.35,8/15/2008,8,2008,6.723,1770
48415,Welcome to the South,11.128,10/1/2010,10,2010,6.723,1734
13312,Inside,21.323,6/13/2007,6,2007,6.723,749
11448,Mighty Aphrodite,16.442,9/13/1995,9,1995,6.722,601
509598,Mr. Jones,24.587,10/3/2019,10,2019,6.722,329
298,Ocean's Thirteen,36.435,6/5/2007,6,2007,6.721,5916
107846,Escape Plan,46.647,10/9/2013,10,2013,6.721,4843
8699,Anchorman: The Legend of Ron Burgundy,26.851,6/28/2004,6,2004,6.721,3871
6312,Brotherhood of the Wolf,26.362,1/31/2001,1,2001,6.721,1382
9538,Scanners,14.761,1/14/1981,1,1981,6.721,1072
11780,Rob Roy,24.157,4/13/1995,4,1995,6.721,568
4587,Mermaids,16.222,12/14/1990,12,1990,6.721,458
9781,Detroit Rock City,16.275,8/13/1999,8,1999,6.721,375
591273,Fear Street: 1994,49.036,6/28/2021,6,2021,6.72,2074
200505,Draft Day,15.628,4/11/2014,4,2014,6.72,850
15854,Kung Fu Panda: Secrets of the Furious Five,20.067,11/8/2008,11,2008,6.72,387
5175,Rush Hour 2,49.441,8/3/2001,8,2001,6.719,3734
568091,Fractured,39.147,9/22/2019,9,2019,6.719,2269
4517,Elizabeth: The Golden Age,22.555,9/9/2007,9,2007,6.719,1140
554241,Playing with Fire,28.741,11/8/2019,11,2019,6.719,624
474335,Uncle Drew,28.248,6/27/2018,6,2018,6.718,512
848058,Piggy,51.747,10/7/2022,10,2022,6.718,479
12626,Broadcast News,16.531,12/16/1987,12,1987,6.718,362
11009,Saturday Night Fever,39.412,12/16/1977,12,1977,6.717,1763
9367,El Mariachi,18.029,9/4/1992,9,1992,6.717,1024
517839,Border,11.88,9/27/2018,9,2018,6.717,738
394684,May God Save Us,11.28,10/28/2016,10,2016,6.717,403
313922,Green Room,28.799,4/15/2016,4,2016,6.716,2495
11622,Blast from the Past,39.448,2/12/1999,2,1999,6.716,972
493551,Operation Finale,24.529,8/29/2018,8,2018,6.716,895
1875,Fantomas vs. Scotland Yard,12.078,3/16/1967,3,1967,6.716,467
736769,They Cloned Tyrone,33.915,6/14/2023,6,2023,6.716,402
522931,Hitman's Wife's Bodyguard,44.226,6/14/2021,6,2021,6.715,2006
11185,"See No Evil, Hear No Evil",28.8,5/12/1989,5,1989,6.715,884
8736,Dikkenek,9.511,6/21/2006,6,2006,6.715,636
806368,The Son,28.208,11/10/2022,11,2022,6.715,317
4978,An American Tail,22.782,11/21/1986,11,1986,6.714,1228
605,The Matrix Revolutions,53.204,11/5/2003,11,2003,6.713,9239
10591,The Girl Next Door,51.623,4/9/2004,4,2004,6.713,3226
35554,Cado dalle nubi,5.93,11/27/2009,11,2009,6.713,1567
517116,Haunt,26.713,9/13/2019,9,2019,6.713,1064
337167,Fifty Shades Freed,128.738,1/17/2018,1,2018,6.712,7586
283350,Before We Go,28.633,9/4/2014,9,2014,6.712,1688
278236,X+Y,20.909,3/13/2014,3,2014,6.712,511
1001865,Scrooge: A Christmas Carol,50.907,11/18/2022,11,2022,6.712,368
498402,Aline,12.501,11/19/2020,11,2020,6.712,309
29917,Exam,22.29,6/19/2009,6,2009,6.711,1875
316152,Free State of Jones,21.108,6/24/2016,6,2016,6.711,1372
9819,Marvin's Room,18.543,12/18/1996,12,1996,6.711,553
10510,Miracle on 34th Street,43.38,11/18/1994,11,1994,6.71,917
463858,The Freshmen,9.233,9/12/2018,9,2018,6.71,649
310,Bruce Almighty,49.78,5/23/2003,5,2003,6.709,10095
772,Home Alone 2: Lost in New York,137.076,11/19/1992,11,1992,6.709,8772
39513,Paul,45.729,2/14/2011,2,2011,6.709,5352
13676,The Little Mermaid: Ariel's Beginning,2.587,8/25/2008,8,2008,6.709,943
12508,Rock Star,14.991,9/4/2001,9,2001,6.709,680
3784,Frankie and Johnny,17.006,10/11/1991,10,1991,6.709,493
392044,Murder on the Orient Express,70.225,11/3/2017,11,2017,6.708,9345
4912,Confessions of a Dangerous Mind,15.854,12/31/2002,12,2002,6.708,1048
236751,Heaven Is for Real,50.093,4/16/2014,4,2014,6.708,711
15762,Night of the Creeps,15.666,8/21/1986,8,1986,6.708,444
5255,The Polar Express,125.094,11/10/2004,11,2004,6.707,5759
3989,Team America: World Police,25.297,10/10/2004,10,2004,6.707,1705
55420,Another Earth,21.556,7/22/2011,7,2011,6.707,1505
53957,La matassa,5.888,3/13/2009,3,2009,6.707,456
10744,The Cooler,9.729,11/26/2003,11,2003,6.707,312
455980,Tag,28.313,5/30/2018,5,2018,6.706,2904
760741,Beast,69.077,8/11/2022,8,2022,6.706,1323
790142,The Royal Treatment,27.742,1/20/2022,1,2022,6.706,720
13509,The Monster Squad,26.896,8/14/1987,8,1987,6.706,519
16241,The Boys from Brazil,16.438,10/5/1978,10,1978,6.706,349
273153,Summertime,35.937,8/19/2015,8,2015,6.706,313
515195,Yesterday,32.782,6/26/2019,6,2019,6.705,3662
284303,Goodnight Mommy,18.796,10/7/2014,10,2014,6.705,1461
790,The Fog,28.34,2/8/1980,2,1980,6.705,1386
1552,Parenthood,17.185,7/31/1989,7,1989,6.705,576
28176,Tucker: The Man and His Dream,21.718,8/12/1988,8,1988,6.705,334
9558,King of New York,17.723,7/18/1990,7,1990,6.704,576
340101,Their Finest,14.091,2/19/2017,2,2017,6.704,380
21683,Batman: Mystery of the Batwoman,30.324,10/21/2003,10,2003,6.704,351
458594,Peppermint,58.787,9/6/2018,9,2018,6.703,1908
11371,The Score,19.449,7/13/2001,7,2001,6.703,1500
65291,Green Lantern: Emerald Knights,21.28,4/9/2011,4,2011,6.703,464
13448,Angels & Demons,62.091,5/13/2009,5,2009,6.702,6411
402529,All Eyez on Me,19.539,6/12/2017,6,2017,6.702,1115
276844,The Little Death,12.69,6/13/2014,6,2014,6.702,439
36897,Pokémon: Mewtwo Returns,17.627,8/17/2001,8,2001,6.701,360
46655,The Little Bather,12.786,3/22/1968,3,1968,6.701,318
8355,Ice Age: Dawn of the Dinosaurs,84.853,6/26/2009,6,2009,6.7,7760
7191,Cloverfield,36.521,1/15/2008,1,2008,6.7,6600
424783,Bumblebee,55.398,12/15/2018,12,2018,6.7,5706
105864,The Good Dinosaur,76.129,11/14/2015,11,2015,6.7,5193
338953,Fantastic Beasts: The Secrets of Dumbledore,146.186,4/6/2022,4,2022,6.7,3912
8271,Disturbia,29.595,4/12/2007,4,2007,6.7,3294
328425,The Gift,17.6,7/31/2015,7,2015,6.7,3027
646385,Scream,112.683,1/12/2022,1,2022,6.7,2876
157386,The Spectacular Now,21.004,8/2/2013,8,2013,6.7,2718
10585,Child's Play,62.839,11/9/1988,11,1988,6.7,2706
8328,Step Up 2: The Streets,29.536,2/14/2008,2,2008,6.7,2173
8456,Never Back Down,53.742,3/4/2008,3,2008,6.7,2169
280217,The Lego Movie 2: The Second Part,30.292,2/6/2019,2,2019,6.7,1994
500682,The Highwaymen,30.632,3/15/2019,3,2019,6.7,1841
763285,Ambulance,53.554,3/16/2022,3,2022,6.7,1773
337674,Elle,25.28,5/25/2016,5,2016,6.7,1736
9100,The Craft,38.549,5/3/1996,5,1996,6.7,1714
10072,A Nightmare on Elm Street 3: Dream Warriors,18.003,2/27/1987,2,1987,6.7,1591
9869,Patriot Games,31.101,6/4/1992,6,1992,6.7,1465
46146,Troll Hunter,20.555,10/29/2010,10,2010,6.7,1453
2179,Tenacious D in The Pick of Destiny,21.84,11/22/2006,11,2006,6.7,1444
578701,Those Who Wish Me Dead,43.958,5/5/2021,5,2021,6.7,1410
7985,Penelope,19.614,3/1/2006,3,2006,6.7,1314
75900,My Week with Marilyn,15.798,11/23/2011,11,2011,6.7,1218
359983,The Lion Guard: Return of the Roar,26.516,11/22/2015,11,2015,6.7,1213
513045,Stuber,28.431,7/11/2019,7,2019,6.7,1186
10226,High Tension,22.892,6/18/2003,6,2003,6.7,1175
418879,The Current War,33.161,2/1/2018,2,2018,6.7,983
13155,Return to Oz,24.79,6/21/1985,6,1985,6.7,957
10675,Frantic,18.273,2/19/1988,2,1988,6.7,920
223485,Slow West,12.193,5/15/2015,5,2015,6.7,914
44683,Tinker Bell and the Great Fairy Rescue,44.687,7/29/2010,7,2010,6.7,857
421447,The Climb,9.817,1/25/2017,1,2017,6.7,814
7229,Ruby & Quentin,16.277,10/22/2003,10,2003,6.7,738
17332,The Soloist,27.618,4/24/2009,4,2009,6.7,724
11838,Ju-on: The Grudge,39.513,10/18/2002,10,2002,6.7,710
347866,Hot Summer Nights,16.404,7/26/2018,7,2018,6.7,679
462883,Woody Woodpecker,41.187,10/5/2017,10,2017,6.7,651
190880,"Me, Myself and Mum",7.431,11/20/2013,11,2013,6.7,625
523773,Little Italy,21.114,8/24/2018,8,2018,6.7,591
236737,Spanish Affair,13.727,3/14/2014,3,2014,6.7,590
8669,Charlie Bartlett,12.008,5/1/2007,5,2007,6.7,580
12246,Mongol: The Rise of Genghis Khan,17.057,9/20/2007,9,2007,6.7,566
16395,Inferno,11.71,2/7/1980,2,1980,6.7,548
13820,Repo Man,16.252,2/20/1984,2,1984,6.7,533
401200,Kursk,25.104,11/7/2018,11,2018,6.7,527
10785,The Thing from Another World,21.64,4/5/1951,4,1951,6.7,520
287,Bull Durham,19.874,6/15/1988,6,1988,6.7,517
74513,Special Forces,28.17,11/2/2011,11,2011,6.7,513
621870,Secret Society of Second Born Royals,28.654,9/25/2020,9,2020,6.7,501
11654,The Hunger,16.671,4/29/1983,4,1983,6.7,500
28609,Dragon Ball Z: Dead Zone,44.428,7/15/1989,7,1989,6.7,491
760747,The Trip,21.756,7/30/2021,7,2021,6.7,489
836009,Against the Ice,30.108,2/10/2022,2,2022,6.7,475
9960,Lord of the Flies,15.731,8/13/1963,8,1963,6.7,472
375183,A Family Man,24.136,9/13/2016,9,2016,6.7,470
2669,The Bounty,18.941,5/4/1984,5,1984,6.7,468
185567,Zulu,15.871,12/4/2013,12,2013,6.7,457
116979,Chained,14.844,10/2/2012,10,2012,6.7,417
13258,Son of Rambow,14.393,1/22/2007,1,2007,6.7,415
11223,Coma,24.677,1/6/1978,1,1978,6.7,366
35052,Cracks,20.342,12/4/2009,12,2009,6.7,357
417466,Monos,16.986,8/15/2019,8,2019,6.7,355
334522,Alone in Berlin,19.266,2/15/2016,2,2016,6.7,354
7012,The Day After,15.868,11/20/1983,11,1983,6.7,341
22307,Sisters,11.734,4/18/1973,4,1973,6.7,338
9588,Quigley Down Under,26.475,10/17/1990,10,1990,6.7,335
10729,Quick Change,35.374,7/13/1990,7,1990,6.7,321
14522,Black Beauty,16.015,7/29/1994,7,1994,6.7,319
943,Lethal Weapon 3,34.861,5/15/1992,5,1992,6.699,2666
11880,Dog Soldiers,30.729,5/10/2002,5,2002,6.699,775
62630,The Devil's Double,22.907,2/11/2011,2,2011,6.699,522
649609,Renfield,65.153,4/7/2023,4,2023,6.698,1144
529106,Major Grom: Plague Doctor,42.822,4/1/2021,4,2021,6.698,536
438799,Overlord,43.189,11/1/2018,11,2018,6.697,2643
8872,Wayne's World,22.975,2/14/1992,2,1992,6.697,2047
24803,Julie & Julia,25.683,8/6/2009,8,2009,6.697,1961
760161,Orphan: First Kill,52.407,7/27/2022,7,2022,6.697,1875
10731,The Client,32.357,7/20/1994,7,1994,6.697,1026
4108,The Transporter,41.847,10/2/2002,10,2002,6.696,4961
381719,Peter Rabbit,37.134,2/7/2018,2,2018,6.696,1659
2001,We Own the Night,16.866,10/12/2007,10,2007,6.696,1253
12227,White Fang,28.557,1/18/1991,1,1991,6.696,553
8065,21,30.564,3/27/2008,3,2008,6.695,4361
353070,Going in Style,47.958,4/6/2017,4,2017,6.695,2593
339419,Loving,18.252,11/4/2016,11,2016,6.695,874
4349,The Kingdom,28.252,8/22/2007,8,2007,6.694,1504
1930,The Amazing Spider-Man,84.722,6/23/2012,6,2012,6.693,16479
9739,Demolition Man,42.253,10/8/1993,10,1993,6.693,3373
950,Ice Age: The Meltdown,70.451,3/29/2006,3,2006,6.692,9163
12599,Pokémon the Movie 2000,30.813,7/17/1999,7,1999,6.692,791
1364,Sex and Lucía,29.75,8/24/2001,8,2001,6.692,494
16367,Kinky Boots,12.278,8/30/2005,8,2005,6.692,313
11235,Local Hero,11.752,2/17/1983,2,1983,6.692,310
34942,Balto III: Wings of Change,25.859,4/14/2004,4,2004,6.692,307
435126,Perfect Strangers,12.582,12/1/2017,12,2017,6.691,606
11022,Narc,14.673,1/14/2002,1,2002,6.691,468
882598,Smile,90.775,9/23/2022,9,2022,6.69,2455
250235,Tutta colpa di Freud,5.53,1/23/2014,1,2014,6.69,988
11455,Up in Smoke,16.817,5/16/1978,5,1978,6.69,510
336882,The Wave,27.907,8/28/2015,8,2015,6.689,1197
542830,Little White Lies 2,15.089,5/1/2019,5,2019,6.688,668
3573,Emma,20.716,8/2/1996,8,1996,6.688,550
452773,"Tad, the Lost Explorer, and the Secret of King Midas",30.583,3/25/2017,3,2017,6.688,370
2016,Days of Glory,11.285,9/27/2006,9,2006,6.688,344
39514,RED,46.605,10/13/2010,10,2010,6.687,6338
454527,Benedetta,21.142,7/9/2021,7,2021,6.687,876
505948,I Am Mother,20.626,6/7/2019,6,2019,6.686,2366
635731,Pig,22.263,7/16/2021,7,2021,6.686,1157
34204,Return to Halloweentown,20.563,10/20/2006,10,2006,6.686,582
1140066,Paradise,31.999,6/24/2023,6,2023,6.686,411
9659,Mad Max,47.258,4/12/1979,4,1979,6.685,3948
11130,The Princess Diaries 2: Royal Engagement,51.772,8/6/2004,8,2004,6.685,3045
406994,Better Watch Out,26.993,10/6/2017,10,2017,6.685,1356
